
|                                                                                                                        :address |                                                                                        :address-c | :postal-c | :c | :score |                  :x |                 :y |                                  :id |
|                                                               Rua Conselheiro Frederico Arouca, n.º 94 R/C ; 2065-016 Alcoentre |                        Rua Conselheiro Frederico Arouca 94, 2065-016, Alcoentre, Azambuja, Lisboa |  2065-016 |  2 |  96.91 |  -8.956399992553713 |  39.20653000902689 | 74a8b556-530a-3c22-983c-a5818a1815dc |
|                                                                                   Rua D.Pedro IV nº 37 – 1º Dtº 2745-201 QUELUZ |                                             Rua Dom Pedro IV 37, 2745-201, Queluz, Sintra, Lisboa |  2745-201 |  1 |   96.9 |  -9.253199998872901 |  38.75630001945248 | 753416ec-702a-3072-bfcf-32d3d815a52c |
|                                                                                Rua Miguel Bombarda, Nº 87 R/C 2830-354 BARREIRO |                                                   Rua Miguel Bombarda 87, 2830, Barreiro, Setúbal |      2830 |  3 |   96.9 |  -9.073337037491958 |  38.65982665998492 | f449f3cf-d92a-33e5-a2a2-843ef38b31ce |
|                                                                                Rua de S. Gens, 3289/3291, 4460-816 CUSTÓIAS MTS |                                Rua de São Gens 3289, 4460-816, Padrão da Légua, Matosinhos, Porto |  4460-816 |  1 |   96.9 |   -8.64209002286293 |  41.18923001978044 | c35fd1d4-da00-3cca-b4cf-2de7a4175826 |
|                                                                         Rua da Mainça, Nº 79 R/c 4465-197 SÃO MAMEDE de INFESTA |                                            Rua da Mainça 79, 4465-197, Picotos, Matosinhos, Porto |  4465-197 |  2 |  96.89 |  -8.617809996296558 |  41.19327001329199 | 87bcb4b1-de3a-3d8b-a3f5-e67793a94667 |
|                                                                              Avª Porto das Pescas, Lote 5 - 1º 2520-208 PENICHE |                                            Avenida do Porto de Pesca 5, 2520-208, Peniche, Leiria |  2520-208 |  5 |  96.89 |  -9.370078821629384 |  39.35845470862931 | 12351d34-c31a-39ec-84e6-f617831989e5 |
|                                                                             Rua da Trindade nº 45 4795-489 CAMPO (SÃO MARTINHO) |                           Rua da Trindade 45, 4795-489, São Martinho do Campo, Santo Tirso, Porto |  4795-489 |  1 |  96.88 |  -8.366333309080884 |  41.35808331667903 | f20cfae7-da67-3063-9bb1-69a3c75b41c4 |
|                                                                               Rua do Comércio, nº 8 r/c 3740-251 SEVER DO VOUGA |                                               Rua do Comércio 8, 3740-271, Sever do Vouga, Aveiro |  3740-271 |  1 |  96.87 |  -8.370470008054042 | 40.734499995938734 | 8ec29d7a-ac3d-33d4-8d31-2ff07fc0d958 |
|                                                                    Alameda das Linhas de Torres, Nº 122, Loja A 1769-020 LISBOA |                                                Alameda das Linhas de Torres 122, 1750-148, Lisboa |  1750-148 |  2 |  96.87 |   -9.15719996632879 |  38.76584000828018 | 8abbae34-67af-327d-8a79-b20552a53caa |
|                                                                               Rua Artur Bual, Nº 1 R/C Loja 2 2675-604 ODIVELAS |                                         Rua Artur Bual 1, 2675-615, Quinta Nova, Odivelas, Lisboa |  2675-615 |  3 |  96.87 |  -9.178250026506475 | 38.799240006506096 | a7002f72-f6e5-3017-ba7b-eb3dea56072b |
|                                                                               Rua de Campo, nº 3 r/c 2450-000 VALADO dos FRADES |                                       Rua do Campo 3, 2450-359, Valado dos Frades, Nazaré, Leiria |  2450-359 |  3 |  96.87 |  -9.023620006173672 |  39.58452999572481 | 605ce209-db27-3166-aee7-2efdf6126929 |
|                                                                                 Rua da Arroteia nº 64 r/c Esqº 4485-575 MODIVAS |                                       Rua da Arroteia 64, 4485-575, Modivas, Vila do Conde, Porto |  4485-575 |  1 |  96.86 |   -8.69315920984271 |  41.29515112403215 | 7a05765e-7bb8-3c73-b84a-642ecd46b6ab |
|                                                             Rua Nossa Senhora das Necessidades, Nº 5 - Esgueira 3800-317 AVEIRO |                                              Rua Nossa Senhora das Necessidades, 3800-317, Aveiro |  3800-317 | 48 |  96.85 |  -8.617024790789255 |  40.65805238779456 | 3fe81eb9-caba-388f-ad88-c5da4ec9882e |
|                                                                           Rua Vila Manteigas 9 A-Póvoa de Mileu 6300-617 GUARDA |                                                        Rua Vila de Manteigas 9A, 6300-617, Guarda |  6300-617 |  1 |  96.82 |  -7.256720013570373 | 40.544260004788754 | 8c89d682-cf19-33e1-af3b-2f2adb1b0d9c |
|                                                                        Rua dos Alentejeiros, n.º 22, 3090-485 Marinha das Ondas |                       Rua dos Alentejeiros, 3090-485, Marinha das Ondas, Figueira da Foz, Coimbra |  3090-485 |  4 |  96.82 |  -8.820152874896998 |  40.03713276728556 | a95b520b-a6b5-36f7-9307-efba2c7bb19a |
|                                                     Largo João Tomás da Costa, 12 - 1º 4900-509 VIANA DO CASTELO (Stª Mª Maior) |                                          Largo João Tomás da Costa 12, 4900-473, Viana do Castelo |  4900-473 |  1 |  96.81 |  -8.826283613463424 | 41.692558987676215 | 1ec1b64a-f1ea-3670-b4d6-c2facd57b775 |
|                                                            Rua de Aveiro, 61 –1º Esqº 4900 -495 VIANA DO CASTELO (Stª Mª Maior) |                                                         Rua Aveiro 61, 4900-495, Viana do Castelo |  4900-495 |  1 |   96.8 |  -8.825139975559495 |  41.69669000976566 | 690f7b63-e466-36e6-a913-b41389f71e11 |
|                                                                            Rua José Moreira Rato, Nº 6-A 2780-634 PAÇO DE ARCOS |                                 Rua José Moreira Rato 6A, 2770-106, Paço de Arcos, Oeiras, Lisboa |  2770-106 |  1 |  96.79 |  -9.294199994436553 |   38.6976699897543 | 594079db-16c1-3425-9788-ad7662563aa2 |
|                                                                                 Praceta João Azevedo nº 4/4 A 2855-587 CORROIOS |                               Praceta João Azevedo 4, 2855-587, Vale de Milhaços, Seixal, Setúbal |  2855-587 |  1 |  96.79 |  -9.148929961560725 |  38.62976001977444 | a20173cb-fd2e-3604-a7f1-0cb97b954498 |
|                                                                                      Rua Bento Gonçalves, n.º 23 2860-439 Moita |                                                  Rua Bento Gonçalves 23, 2860-439, Moita, Setúbal |  2860-439 |  2 |  96.77 |  -8.993420009032548 | 38.652200009046226 | 0f3fd915-a030-3fe1-8d0b-25f219844f4b |
|                                                                                      Rua da Ponte de Anta, Nº 190 4500-088 ANTA |                                                   Rua Ponte d'Anta 190, 4500-088, Espinho, Aveiro |  4500-088 |  3 |  96.75 |  -8.633669982028039 | 41.015169993515684 | 04b20b02-a34d-35b8-957e-2f6af065a771 |
|                                                                         Avenida Monte de Cima, n.º10, 4535-268 PAÇOS DE BRANDÃO |                Avenida do Monte de Cima, 4535-268, Paços de Brandão, Santa Maria da Feira, Aveiro |  4535-268 |  3 |  96.74 |  -8.581615695837396 |  40.97399058594574 | 70fc58a2-7210-3440-a959-f29ca88d402d |
|                                                             Rua Pêro da Covilhã, lote 98 -Urbanização Barrada 2580-497 ALENQUER |                                     Rua Pêro da Covilhã 98, 2580-497, Carregado, Alenquer, Lisboa |  2580-497 |  1 |  96.73 |  -8.969705947715392 |  39.02193603746345 | 33db7ae3-ed4a-32f1-a4ea-3f7c0bc977af |
|                                                                    Rua da República, lote 23-Quinta do Pinheiro 6300-854 GUARDA |                                                             Rua da República 23, 6300-854, Guarda |  6300-854 |  1 |  96.73 |  -7.244270037507761 | 40.543670002624225 | 6dabe57e-c56b-3f70-83a3-626d61cc450a |
|                                                                                       Av. Miguel Bombarda, Nº24 2745-172 QUELUZ |                               Avenida Doutor Miguel Bombarda 24, 2745-172, Pendão, Sintra, Lisboa |  2745-172 |  1 |  96.73 |  -9.257070007388052 |  38.75959000026788 | b780525e-cab7-3014-8183-84949d5c52a6 |
|                                                                             Rua Mouzinho de Albuquerque, Nº 186 2450-051 NAZARÉ |                                         Rua Mouzinho de Albuquerque 186, 2450-240, Nazaré, Leiria |  2450-240 |  1 |  96.72 |  -9.069763129101052 |  39.60045959009424 | 01dc20a5-e87e-310b-96a9-1f90d260c090 |
|                                                                           Loteamento Boavista, Lote 23 R/C DTº 6230 -287 FUNDÃO |                             Loteamento da Boavista 23, 6230-804, Valverde, Fundão, Castelo Branco |  6230-804 |  1 |   96.7 |  -7.474624532541195 |  40.14836327131182 | fd03f829-02ba-3cd4-986d-0877186cb4e3 |
|                                                      Rua Almeida Garrett, Lote 19, Loja A - Buzano 2785-338 S. DOMINGOS DE RANA |                                          Rua Almeida Garrett 19, 2785-053, Tires, Cascais, Lisboa |  2785-053 |  2 |   96.7 |  -9.344657278126462 |  38.71107757601521 | 541c1f30-bb4d-3b5f-8b0a-7777fd546a54 |
|                                                            Rua Francisco Sá Carneiro, Nº 28, Loja C - cave 2725-316 MEM MARTINS |                                   Rua Francisco Sá Carneiro 28, 2725-316, Ouressa, Sintra, Lisboa |  2725-316 |  1 |  96.69 |  -9.355169958134724 |  38.79868001155495 | af6c4c44-cbe3-34d0-866f-3b65a6dbcb1b |
|                                                                               Rua Luís de Camões, nº26 -1º Dtº 6320-380 SABUGAL |                                                  Rua Luís de Camões 26, 6320-380, Sabugal, Guarda |  6320-380 |  1 |  96.68 |  -7.087640011258259 |  40.35205001493546 | 430c148a-e451-3934-bdd7-9b657bdff2d6 |
|                                                                          Rua Fontes Pereira de Melo, n.º 43, 4445-441 Ermesinde |                                   Rua Fontes Pereira de Melo, 4445-441, Ermesinde, Valongo, Porto |  4445-441 |  2 |  96.67 |  -8.548399875195884 |  41.21845154055966 | 0a791303-70e0-3c8d-871b-2aa708a6607c |
|                                                  Praceta Manuel Fialho, Torre 1, Loja Dtª 2660-460 SANTO ANTÓNIO dos CAVALEIROS |                   Praceta Manuel Fialho 1, 2660-301, Santo António dos Cavaleiros, Loures, Lisboa |  2660-301 |  1 |  96.66 |  -9.165545952107426 |  38.81091276520639 | 769fe2bc-1822-3bd5-b269-420dde91ab00 |
|                                                                                Rua Pisa nº 11 loja Dtª 2605-842 CASAL DE CAMBRA |                                         Rua de Pisa 11, 2605-842, Casal de Cambra, Sintra, Lisboa |  2605-842 |  1 |  96.66 |  -9.229019968411421 |  38.80083001162896 | f8dd7d09-0799-3027-ba0c-2e34307c62f3 |
|                                                                             Praceta de S. Carlos nº 1 – loja B 1675-597 CANEÇAS |                                      Praceta de São Carlos 1, 1685-597, Caneças, Odivelas, Lisboa |  1685-597 |  1 |  96.66 |  -9.224970000435121 |  38.81485000197537 | 205e7205-f7d6-3da4-b20e-23c7d842bbdb |
|                                                      Praça Evaristo da Silva Duarte nº 118-1º Dtº 4475-634 AVIOSO (SANTA MARIA) |                           Praça Evaristo Silva Duarte 118, 4475-634, Castêlo da Maia, Maia, Porto |  4475-634 |  1 |  96.65 |  -8.611079998598939 | 41.267470014871776 | 3c1af742-c7e0-3e1f-a943-48b9b4eabe64 |
|                                                                    Rua Manuel Marques Adegas, n.º 20, r/c 7400-293 PONTE DE SOR |                                  Rua Manuel Marques Adegas 20, 7400-293, Ponte de Sor, Portalegre |  7400-293 |  1 |  96.65 |  -8.016799962155886 |  39.25235001801158 | c116607d-165f-380d-b9c3-09ef771c8c43 |
|                                                           Avenida da Carapalha, Lote 65, n.º 45 r/c Dtº 6000-129 CASTELO BRANCO |                                                 Avenida da Carapalha 65, 6000-320, Castelo Branco |  6000-320 |  2 |  96.64 |  -7.486475429319605 | 39.817949119547066 | 49fb784a-9341-39ef-9823-0c7bee9ea578 |
|                                                                              Avª José Estevão, 361-A 3830-555 GAFANHA da NAZARÉ |                            Avenida José Estevão 361A, 3830-554, Gafanha da Nazaré, Ílhavo, Aveiro |  3830-554 |  1 |  96.64 |  -8.706981879056883 |  40.63682257693114 | 933caaaa-0b0e-3645-9f63-7529508a4faf |
|                                                                            Rua Prof. Marcelo Caetano nº 15 r/c 2550 -429 PAINHO |                               Rua Prof. Dr. Marcelo Caetano 15, 2550-429, Paínho, Cadaval, Lisboa |  2550-429 |  1 |  96.63 |  -9.047829631583308 | 39.299184690702376 | 86f595df-4cd8-35e8-aff8-e872362d37ad |
